Identification;EshopId;EshopName;ManagerClassName;ProductItemId;Name;Description;SearchCategoryKey;CategoryId;CategoryDesc
153||0959C031;153;Monclick;TD_MANAGER;0959C031;Multifunzione inkjet MB2150 A4 Quadricromia 600 x 1200 dpi 0959C031;"Formato massimo: A4; Interfaccia: Host USB, USB 2.0, Wi-Fi(n); Funzioni: Copiatrice, Fax, Scanner, Stampante; Risoluzione max colore: 600 x 1200 dpi; Fronte-retro: Sì; Cromia: Quadricromia; Velocità di stampa colore: 13 ipm; Velocità di stampa B/N: 13 ipm; Duty cycle: 15000 pagine; Capacità fogli standard: 250 fogli; Alimentazione: ADF; Modello: MB2150;";Stampanti e Scanner > Multifunzione inkjet;[113,201];Dispositivi elettronici > stampanti
153||0960C031;153;Monclick;TD_MANAGER;0960C031;Multifunzione inkjet MB5150 A4 Quadricromia 600 x 1200 dpi 0960C031;"Formato massimo: A4; Interfaccia: Host USB, LAN, USB 2.0, Wi-Fi(n); Funzioni: Copiatrice, Fax, Scanner, Stampante; Risoluzione max colore: 600 x 1200 dpi; Fronte-retro: Sì; Cromia: Quadricromia; Velocità di stampa colore: 15.5 ipm; Velocità di stampa B/N: 15.5 ipm; Duty cycle: 30000 pagine; Capacità fogli standard: 250 fogli; Alimentazione: ADF; Modello: MB5150;";Stampanti e Scanner > Multifunzione inkjet;[113,201];Dispositivi elettronici > stampanti
153||0177111025;153;Monclick;TD_MANAGER;0177111025;Macinacaffè KG 79 110 W 12 tazze 120 gr;"Ricarica caffè: Chicchi di caffè; Tipologia: Macinacaffè; Macinacaffè: Sì; Pressione: 0 bar; Larghezza: 13 cm; Colore: Nero; Linea: De'Longhi; Modello: KG 79;";Piccoli elettrodomestici > Macchine da caffè;[114,208];Elettrodomestici > accessori piccoli elettrodomestici
153||0178;153;Monclick;TD_MANAGER;0178;Timbro No.1 - timbro - data 0178;"Tipologia: Timbro; Quantità per confezione: 1;";Prodotti per scuola e ufficio > Timbri;[111,188];Casa e giardino > sicurezza
153||0179;153;Monclick;TD_MANAGER;0179;Timbro No.2 - timbro - data 0179;"Tipologia: Timbro; Quantità per confezione: 1;";Prodotti per scuola e ufficio > Timbri;[111,188];Casa e giardino > sicurezza
153||01799;153;Monclick;TD_MANAGER;01799;Condizionatore portatile DOLCECLIMA COMPACT 8;"Potenza frigorifera: 8000 BTU/h; Efficienza energetica: Classe A; Funzioni: Deumidificazione, Raffreddamento; E.E.R. (coeff. Resa in raffreddamento): 2.6 W/W; Telecomando: Sì;";Climatizzazione > Condizionatori portatili;[111,173];Casa e giardino > Climatizzazione
153||018211;153;Monclick;TD_MANAGER;018211;Taglierina Taglierino 018211;"Tipologia: Taglierina;";Prodotti per scuola e ufficio > Taglierine;[111,188];Casa e giardino > sicurezza
153||0185392302;153;Monclick;TD_MANAGER;0185392302;Radiatore TRRS 0920 Radiatore stufetta elettrica Bianco 2000 W;"Tipologia: Radiatore; Funzioni: Riscaldamento; Potenza: n.d.;";Climatizzazione > Riscaldamento;[111,173];Casa e giardino > Climatizzazione
153||0188C002;153;Monclick;TD_MANAGER;0188C002;Cassetto carta Imagerunner 1435p - stampante - b/n - laser 0188c002;"Tipologia: Server di stampa;";Accessori > Accessori per stampanti;[113,192];Dispositivi elettronici > accessori stampanti
153||018C1428B;153;Monclick;TD_MANAGER;018C1428B;Cartuccia Cartridge no. 28 - nero - originale - cartuccia d'inchiostro - lrp 018c1428b;"Tipologia: Cartuccia inchiostro; Colore: Nero; Quantità per confezione: Confezione da 1;";Consumabili > Cartucce e toner;[113,192];Dispositivi elettronici > accessori stampanti
153||018C2110E;153;Monclick;TD_MANAGER;018C2110E;Cartuccia Cartridge no. 15 - colore (ciano, magenta, giallo) - originale 18c2110e;"Tipologia: Cartuccia inchiostro; Colore: Colore (ciano, magenta, giallo); Quantità per confezione: Confezione da 1;";Consumabili > Cartucce e toner;[113,192];Dispositivi elettronici > accessori stampanti
153||0190162;153;Monclick;TD_MANAGER;0190162;Pinzatrice Maestri mart 13 - chiodatrice 0190162;"Tipologia: Fissatrice; Capacità di cucitura: 0; Quantità per confezione: 10;";Prodotti per scuola e ufficio > Cucitrici e levapunti;[111,188];Casa e giardino > sicurezza
153||0192320000;153;Monclick;TD_MANAGER;0192320000;Scopa elettrica Colombina Class XL130.21 Con filo Con sacchetto Blu;"Alimentazione: Con filo; Tipologia: Con sacchetto; Potenza: 450 W; Colore: Blu; Serie: Colombina; Modello: Class XL130.21;";Piccoli elettrodomestici > Scope elettriche;[114,208];Elettrodomestici > accessori piccoli elettrodomestici
153||0192320002;153;Monclick;TD_MANAGER;0192320002;Scopa elettrica Colombina Class XL160.41 Con filo Con sacchetto Grigio;"Alimentazione: Con filo; Tipologia: Con sacchetto; Potenza: 450 W; Colore: Grigio; Serie: Colombina; Modello: Class XL160.41;";Piccoli elettrodomestici > Scope elettriche;[114,208];Elettrodomestici > accessori piccoli elettrodomestici
153||0192330000;153;Monclick;TD_MANAGER;0192330000;Scopa elettrica Colombina CLASS XL135.21 Con filo Senza sacco Azzurro;"Alimentazione: Con filo; Tipologia: Senza sacco; Potenza: 450 W; Colore: Azzurro; Serie: Colombina; Modello: CLASS XL135.21;";Piccoli elettrodomestici > Scope elettriche;[114,208];Elettrodomestici > accessori piccoli elettrodomestici
153||0192330001;153;Monclick;TD_MANAGER;0192330001;Scopa elettrica De'Longhi Colombina Class XL155.41 Con filo Senza sacco Bianco, Nero;"Alimentazione: Con filo; Tipologia: Senza sacco; Potenza: 450 W; Colore: Bianco, Nero; Serie: De'Longhi Colombina; Modello: Class XL155.41;";Piccoli elettrodomestici > Scope elettriche;[114,208];Elettrodomestici > accessori piccoli elettrodomestici
153||019600;153;Monclick;TD_MANAGER;019600;Stop system - compasso 019600;"Tipologia: Compasso; Quantità per confezione: 1;";Prodotti per scuola e ufficio > Strumenti per disegno tecnico;[111,188];Casa e giardino > sicurezza
153||0196000660;153;Monclick;TD_MANAGER;0196000660;Colla 0196000660;"Tipologia: Colla; Quantità per confezione: 26;";Prodotti per scuola e ufficio > Colle e nastri adesivi;[111,188];Casa e giardino > sicurezza
153||01CV750;153;Monclick;TD_MANAGER;01CV750;Qlogic 16gb fc single-port hba (enhanced gen 5) - adattatore bus host 01cv750;"Tipologia: Adattatore bus host;";Accessori > Accessori server e networking;[113,191];Dispositivi elettronici > accessori computer e tablet
153||01CV760;153;Monclick;TD_MANAGER;01CV760;Qlogic 16gb fc dual-port hba (enhanced gen 5) - adattatore bus host 01cv760;"Tipologia: Adattatore bus host;";Accessori > Accessori server e networking;[113,191];Dispositivi elettronici > accessori computer e tablet
153||01CV830;153;Monclick;TD_MANAGER;01CV830;Emulex 16gb (gen 6) fc single-port hba - adattatore bus host 01cv830;"Tipologia: Adattatore bus host;";Accessori > Accessori rack;[113,191];Dispositivi elettronici > accessori computer e tablet
153||01CV840;153;Monclick;TD_MANAGER;01CV840;Emulex gen 6 - adattatore bus host - pcie 3.0 x8 01cv840;"Tipologia: Adattatore bus host;";Accessori > Accessori rack;[113,191];Dispositivi elettronici > accessori computer e tablet
153||01DA255;153;Monclick;TD_MANAGER;01DA255;Estensione di assistenza Vsphere essentials kit (v. 6) 01da255;"Dispositivi: Server; Tipo di garanzia: Aggiornamento nuove versioni; Durata: 1 anno;";Accessori > Estensioni di assistenza;[113,191];Dispositivi elettronici > accessori computer e tablet
