Identification;EshopId;EshopName;ManagerClassName;ProductItemId;Name;Description;SearchCategoryKey;CategoryId;CategoryDesc
153||MK_000000370276;153;Monclick;TD_MANAGER;MK_000000370276;Memoria RAM Vengeance lpx - ddr4 - modulo - 8 gb - dimm 288-pin cmk8gx4m1a2400c16;"Tecnologia: DDR4 SDRAM; Cawith open("SearchAttributi\\rules.json", "w") as outfile:
    outfile.write(json_object)pacità: 8 GB; Clock: 2400 MHz; Tipo modulo: DIMM 288-PIN; Nome modulo: PC4-19200; Error checking: Non ECC; Ampiezza modulo: Senza buffer;";HDD e Componenti PC > Memorie RAM;[113,191];Dispositivi elettronici > accessori computer e tablet
153||MK_000000370425;153;Monclick;TD_MANAGER;MK_000000370425;Notebook EliteBook 865 G9 16'' Ryzen 7 RAM 16GB SSD 512GB 5P749EA;"Tipologia: Notebook; Dimensione schermo: 16 ''; Sistema operativo: Windows 10 Pro/Windows 11 Pro; Tipo processore: AMD Ryzen 7; Serie scheda video: AMD Radeon; Scheda grafica dedicata: Integrata; Memoria RAM: 16 GB; Touchscreen: No; Modello processore: 6850U; Modello scheda grafica: AMD Radeon Graphics; RAM massima: 64 GB; Tipo hard disk: SSD; Capacità hard disk: 512 GB; Peso: 1.8 kg; Risoluzione: 1920 x 1080 Pixels; Unità ottica installata: Nessuna Unità Ottica; Colore: Argento; Marchio processore: AMD;";PC Notebook e Tablet > Notebook;[113,197];Dispositivi elettronici > computer e tablet
153||MK_000000370278;153;Monclick;TD_MANAGER;MK_000000370278;Memoria RAM Vengeance - ddr4 - modulo - 8 gb - so dimm 260-pin cmsx8gx4m1a2666c18;"Tecnologia: DDR4 SDRAM; Capacità: 8 GB; Clock: 2666 MHz; Tipo modulo: SO DIMM 260-pin; Nome modulo: PC4-21300; Error checking: Non ECC; Ampiezza modulo: Senza buffer;";HDD e Componenti PC > Memorie RAM;[113,191];Dispositivi elettronici > accessori computer e tablet
153||MK_000000370427;153;Monclick;TD_MANAGER;MK_000000370427;Notebook Elite dragonfly g3 notebook wolf pro security - 13.5'' 5p706ea#abz;"Tipologia: Notebook; Dimensione schermo: 13,5 ''; Sistema operativo: Windows 10 Pro, Windows 11 Pro; Tipo processore: Intel Core i7; Serie scheda video: Intel Iris; Scheda grafica dedicata: Integrata; Memoria RAM: 16 GB; Touchscreen: No; Modello processore: I7-1255U; Modello scheda grafica: Intel Iris Xe Graphics; RAM massima: 16; Tipo hard disk: SSD; Capacità hard disk: 512 GB; Peso: 990 g; Risoluzione: 1920 x 1280 Pixels; Unità ottica installata: Nessuna unità ottica; Colore: Argento; Marchio processore: Intel;";PC Notebook e Tablet > Notebook;[113,197];Dispositivi elettronici > computer e tablet
153||MK_000000370280;153;Monclick;TD_MANAGER;MK_000000370280;ACCELERATORE M1;"Tipologia: Acceleratore;";Tempo libero > Accessori biciclette e monopattini;[113,190];Dispositivi elettronici > accessori
153||MK_000000370281;153;Monclick;TD_MANAGER;MK_000000370281;Elettrico lx000a0092;"Tipologia: n.d.;";Tempo libero > Accessori biciclette e monopattini;[113,190];Dispositivi elettronici > accessori
153||MK_000000370429;153;Monclick;TD_MANAGER;MK_000000370429;Notebook Elite Dragonfly G3 4G Wolf Pro Security Ed. 3y 13.5'' Core i7 RAM 16GB SSD 512GB;"Tipologia: Notebook; Dimensione schermo: 13.5 ''; Sistema operativo: Windows 10 Pro/Windows 11 Pro; Tipo processore: Intel Core i7; Serie scheda video: Intel Iris; Scheda grafica dedicata: Integrata; Memoria RAM: 16 GB; Touchscreen: No; Modello processore: i7-1255U; Modello scheda grafica: Intel Iris Xe Graphics; RAM massima: 16 GB; Tipo hard disk: SSD; Capacità hard disk: 512 GB; Peso: 1 kg; Risoluzione: 1920 x 1080 Pixels; Unità ottica installata: Nessuna Unità Ottica; Colore: Argento; Marchio processore: Intel;";PC Notebook e Tablet > Notebook;[113,197];Dispositivi elettronici > computer e tablet
153||MK_000000370284;153;Monclick;TD_MANAGER;MK_000000370284;Elettrico nx000a0005;"Tipologia: n.d.;";Tempo libero > Accessori biciclette e monopattini;[113,190];Dispositivi elettronici > accessori
153||MK_000000370431;153;Monclick;TD_MANAGER;MK_000000370431;Notebook Elitebook 865 g9 notebook - 16'' - ryzen 5 pro 6650u - 16 gb ram 5p731ea#abz;"Tipologia: Notebook; Dimensione schermo: 16 ''; Sistema operativo: Windows 10 Pro, Windows 11 Pro; Tipo processore: AMD Ryzen 5 Pro; Serie scheda video: AMD Radeon; Scheda grafica dedicata: Integrata; Memoria RAM: 16 GB; Touchscreen: No; Modello processore: 6650U; Modello scheda grafica: AMD Radeon 660M; RAM massima: 64 GB; Tipo hard disk: SSD; Capacità hard disk: 512 GB; Peso: 1.769 kg; Risoluzione: 1920 x 1200 Pixels; Unità ottica installata: Nessuna unità ottica; Colore: Argento; Marchio processore: AMD;";PC Notebook e Tablet > Notebook;[113,197];Dispositivi elettronici > computer e tablet
