Identification;EshopId;EshopName;ManagerClassName;ProductItemId;Name;Description;SearchCategoryKey;CategoryId;CategoryDesc
231||245171;231;My Trendy Phone;TT_MANAGER;245171;Pellicola salvaschermo per iPhone 13 in vetro temperato per privacy ScreenForce di Belkin;Pellicola salvaschermo per privacy in vetro temperato ScreenForce di Belkin per iPhone 13 Mini La protezione per lo schermo Privacy ScreenForce TemperedGlass di Belkin per iPhone 13 Mini una protezione su cui puoi contare.;Vetro temperato iPhone 13 mini e pellicola;[116];Fotocamere e videocamere
231||245172;231;My Trendy Phone;TT_MANAGER;245172;Pellicola salvaschermo per iPhone 13 Pro Max in vetro temperato ScreenForce di Belkin;Pellicola salvaschermo per privacy in vetro temperato ScreenForce di Belkin per iPhone 13 Pro Max La protezione per lo schermo Privacy ScreenForce TemperedGlass di Belkin per iPhone 13 Pro Max una protezione su cui puoi contare.;Accessori iPhone 13 Pro Max;[113,193];Dispositivi elettronici > accessori telefoni cellulari
231||245173;231;My Trendy Phone;TT_MANAGER;245173;Pellicola salvaschermo per iPhone 13/13 Pro ScreenForce TemperedGlass Privacy di Belkin;Pellicola salvaschermo per privacy in vetro temperato ScreenForce di Belkin per iPhone 13, iPhone 13 Pro La protezione per lo schermo Privacy ScreenForce TemperedGlass di Belkin per iPhone 13, iPhone 13 Pro una protezione su cui puoi contare.;Vetro temperato iPhone 13 e pellicola;[116];Fotocamere e videocamere
231||245175;231;My Trendy Phone;TT_MANAGER;245175;Smart Watch impermeabile con frequenza cardiaca LC112 - nero;Smartwatch impermeabile con frequenza cardiaca LC112 - Bluetooth 5.0, 145mAh, IP67 Concentrati sulla tua salute e rimani motivato ogni giorno con lo smartwatch LC112!;Smartwatch;[113,200];Dispositivi elettronici > smartwatch
231||245178;231;My Trendy Phone;TT_MANAGER;245178;iPad 10.2 2019/2020/2021 Apple Smart Cover MX4U2ZM/A - Nero;iPad 10.2 originale 2019/2020/2021, iPad Air (2019), iPad Pro 10.5 Apple Smart Cover La cover originale Apple Smart per iPad 10.2 la soluzione migliore per mantenere il tuo display pulito e privo di graffi.;Custodia iPad 10.2 (2021);[113,190];Dispositivi elettronici > accessori
231||245180;231;My Trendy Phone;TT_MANAGER;245180;Niceboy Hive Beans Cuffie True Wireless - Nere;Niceboy Hive Beans Cuffie True Wireless - Bluetooth 5.0, 40 mAh/300 mAh Lasciati trasportare dalle onde dei tuoi brani preferiti con gli auricolari Niceboy Hive Beans TWS.;Cuffie;[113,196];Dispositivi elettronici > audio
231||245182;231;My Trendy Phone;TT_MANAGER;245182;Bilancia Niceboy Ion Smart con 12 parametri del corpo - bianca;Bilancia Niceboy Ion Smart con 12 parametri corporei - 180 kg max. Carico Ottieni una buona condizione fisica con la bilancia intelligente Niceboy Ion. Oltre a misurare il tuo peso, questa bilancia intelligente pu analizzare altri undici parametri come et metabolica, BMI, massa grassa, massa muscolare e altro ancora.;Smart home;[111,174];Casa e giardino > dispositivi elettronici
231||245183;231;My Trendy Phone;TT_MANAGER;245183;Niceboy Ion Smart Scale con 12 parametri del corpo - Nero;Bilancia Niceboy Ion Smart con 12 parametri corporei - 180 kg max. Carico Ottieni una buona condizione fisica con la bilancia intelligente Niceboy Ion. Oltre a misurare il tuo peso, questa bilancia intelligente pu analizzare altri undici parametri come et metabolica, BMI, massa grassa, massa muscolare e altro ancora.;Smart home;[111,174];Casa e giardino > dispositivi elettronici
231||245184;231;My Trendy Phone;TT_MANAGER;245184;Pellicola salvaschermo Araree Subcore per Samsung Galaxy Tab S7 FE GP-TTT736KDATW;Pellicola salvaschermo in vetro temperato Araree KDLab Subcore per Samsung Galaxy Tab S7 FE Proteggi il display del tuo Samsung Galaxy Tab S7 FE dai graffi quotidiani con la pellicola protettiva Araree Subcore. Con una durezza di 9H, questo vetro temperato mantiene lo schermo del Samsung Galaxy Tab S7 FE come nuovo e non influisce sulla qualit dell'immagine e sulla reattivit al tocco.;Vetro temperato Samsung Galaxy Tab S7 FE e pellicola;[116];Fotocamere e videocamere
231||245185;231;My Trendy Phone;TT_MANAGER;245185;Custodia in TPU Spigen Rugged Armor per Sony Xperia 1 IV - nera;Custodia in TPU Spigen Rugged Armor per Sony Xperia 1 IV Proteggi il tuo Sony Xperia 1 IV con questa elegante custodia in TPU di Spigen.;Custodia Sony Xperia 1 IV;[113,190];Dispositivi elettronici > accessori
231||245186;231;My Trendy Phone;TT_MANAGER;245186;Baseus Bowie E9 True Wireless auricolari NGTW120001 - nero;Auricolari Baseus Bowie E9 TWS con custodia di ricarica - Bluetooth 5.3, 40 mAh/400 mAh Gli auricolari Baseus Bowie E9 TWS ti stupiranno per il loro aspetto leggero e raffinato e la fantastica qualit del suono.;Auricolari true wireless stereo - TWS;[113,193];Dispositivi elettronici > accessori telefoni cellulari
231||245187;231;My Trendy Phone;TT_MANAGER;245187;Baseus Bowie E9 True Wireless auricolari NGTW120002 - bianco;Auricolari Baseus Bowie E9 TWS con custodia di ricarica - Bluetooth 5.3, 40 mAh/400 mAh Gli auricolari Baseus Bowie E9 TWS ti stupiranno per il loro aspetto leggero e raffinato e la fantastica qualit del suono.;Auricolari true wireless stereo - TWS;[113,193];Dispositivi elettronici > accessori telefoni cellulari
231||245188;231;My Trendy Phone;TT_MANAGER;245188;Custodia ibrida Ringke Fusion Xiaomi Redmi Note 11/11S - Trasparente;Custodia ibrida Ringke Fusion per Xiaomi Redmi Note 11, Redmi Note 11S Proteggi il tuo Xiaomi Redmi Note 11, Redmi Note 11S e mantieni la sua bellezza originale con questa custodia ibrida Ringke Fusion.;Custodia Xiaomi Redmi Note 11S;[113,190];Dispositivi elettronici > accessori
231||245189;231;My Trendy Phone;TT_MANAGER;245189;Custodia ibrida Ringke Fusion Xiaomi Redmi Note 11/11S - Camouflage / Nera;Custodia ibrida Ringke Fusion per Xiaomi Redmi Note 11, Redmi Note 11S Proteggi il tuo Xiaomi Redmi Note 11, Redmi Note 11S e mantieni la sua bellezza originale con questa custodia ibrida Ringke Fusion.;Custodia Xiaomi Redmi Note 11S;[113,190];Dispositivi elettronici > accessori
231||245193;231;My Trendy Phone;TT_MANAGER;245193;Piastra magnetica Ringke con anello MagSafe - bianca;Piastra magnetica Ringke con anello MagSafe per iPhone 12, iPhone 13 Smartphone Converti una normale custodia in una custodia MagSafe per il tuo iPhone 12, iPhone 13 smartphone con piastra magnetica Ringke.;Accessori On the Go;[113,196];Dispositivi elettronici > audio
231||245207;231;My Trendy Phone;TT_MANAGER;245207;Custodia a Portafoglio Tech-Protect per Samsung Galaxy A53 5G - Fiori;Custodia a portafoglio Tech-Protect per Samsung Galaxy A53 5G Rendi elegante il tuo Samsung Galaxy A53 5G con questa elegante custodia a portafoglio di Tech-Protect.;Custodia Samsung Galaxy A53 5G;[113,190];Dispositivi elettronici > accessori
231||245208;231;My Trendy Phone;TT_MANAGER;245208;Guess Custodia in silicone per iPhone 13 Pro con logo in metallo 4G - nera;Custodia in silicone Guess 4G con logo in metallo per iPhone 13 Pro Elegante il tuo iPhone 13 Pro vestendolo con la custodia in silicone Guess 4G Metal Logo.;Custodia iPhone 13 Pro;[113,190];Dispositivi elettronici > accessori
231||245209;231;My Trendy Phone;TT_MANAGER;245209;Guess Custodia in silicone per iPhone 13 Pro con logo in metallo 4G - rosa;Custodia in silicone Guess 4G con logo in metallo per iPhone 13 Pro Elegante il tuo iPhone 13 Pro vestendolo con la custodia in silicone Guess 4G Metal Logo.;Custodia iPhone 13 Pro;[113,190];Dispositivi elettronici > accessori
