Identification;EshopId;EshopName;ManagerClassName;ProductItemId;Name;Description;SearchCategoryKey;CategoryId;CategoryDesc
25||16847490001;25;Unieuro;AW_MANAGER;16847490001;FANTON 92080 prolunghe e multiple 3 m 1 presa(e) AC Bianco;FANTON 92080, 3 m, 1 presa(e) AC, Tipo L, Bianco, Bianco;Prolunghe e multiple;[113,190];Dispositivi elettronici > accessori
25||25497808217;25;Unieuro;AW_MANAGER;25497808217;Fratelli Guzzini Set 3 contenitori ermetici medi;Fratelli Guzzini Set 3 contenitori ermetici medi, Set, Rettangolare, 1,4 L, Verde, Rosso, Trasparente, Giallo, Polietilene..;Accessori cucina;[111,170];Casa e giardino > Accessori cucina
25||16847500475;25;Unieuro;AW_MANAGER;16847500475;Glem Gas GTL64TF Marrone Da incasso 4 Fornello(i);Glem Gas GTL64TF, Marrone, Da incasso, Gas, 4 Fornello(i), 4 Fornello(i), Regolare;Piani cottura;[114,209];Elettrodomestici > Grandi elettrodomestici
25||26699529463;25;Unieuro;AW_MANAGER;26699529463;Glem Gas GT645IX piano cottura Acciaio inossidabile Da incasso 4 Forne;Glem Gas GT645IX, Acciaio inossidabile, Da incasso, Gas, Acciaio inossidabile, 4 Fornello(i), 4 Fornello(i);Piani cottura;[114,209];Elettrodomestici > Grandi elettrodomestici
25||24295611257;25;Unieuro;AW_MANAGER;24295611257;GioStyle Shiver 26 12/230V A+++ borsa frigo Grigio 26 L Elettrico;GioStyle Shiver 26 12/230V A+++, Grigio, Polipropilene (PP), 26 L, 18 C, Elettrico, AC, Accendisigari;Bottiglie e borse termiche;[111,170];Casa e giardino > Accessori cucina
25||30714258411;25;Unieuro;AW_MANAGER;30714258411;Glem Gas GT955 Bronzo Da incasso 5 Fornello(i);Glem Gas GT955, Bronzo, Da incasso, Gas, Smaltato, 5 Fornello(i), 5 Fornello(i);Piani cottura;[114,209];Elettrodomestici > Grandi elettrodomestici
25||26039271651;25;Unieuro;AW_MANAGER;26039271651;Glem Gas UQ855VI cucina Piano cottura Acciaio inossidabile A;Glem Gas UQ855VI, Piano cottura, Acciaio inossidabile, Manopola, Frontale, Gas, 5 Fornello(i);Cucine;[114,209];Elettrodomestici > Grandi elettrodomestici
25||16847523857;25;Unieuro;AW_MANAGER;16847523857;Glem Gas GT64SA piano cottura Sabbia Da incasso 4 Fornello(i);Glem Gas GT64SA, Sabbia, Da incasso, Gas, 4 Fornello(i), 4 Fornello(i), Grande;Piani cottura;[114,209];Elettrodomestici > Grandi elettrodomestici
25||16847522929;25;Unieuro;AW_MANAGER;16847522929;Glem Gas U765VI cucina Piano cottura Acciaio inossidabile A;Glem Gas U765VI, Piano cottura, Acciaio inossidabile, Manopola, Frontale, Gas, 5 Fornello(i);Cucine;[114,209];Elettrodomestici > Grandi elettrodomestici
25||16847524931;25;Unieuro;AW_MANAGER;16847524931;Glem Gas GT64WH piano cottura Bianco Da incasso 4 Fornello(i);Glem Gas GT64WH, Bianco, Da incasso, Gas, 4 Fornello(i), 4 Fornello(i), Grande;Piani cottura;[114,209];Elettrodomestici > Grandi elettrodomestici
25||29651236329;25;Unieuro;AW_MANAGER;29651236329;Glem Gas GV64WH piano cottura Bianco Da incasso 4 Fornello(i);Glem Gas GV64WH, Bianco, Da incasso, Gas, Vetro temperato, 4 Fornello(i), 4 Fornello(i);Piani cottura;[114,209];Elettrodomestici > Grandi elettrodomestici
25||27200032947;25;Unieuro;AW_MANAGER;27200032947;Glem Gas GT955 Bianco Da incasso 5 Fornello(i);Glem Gas GT955, Bianco, Da incasso, Gas, Smaltato, 5 Fornello(i), 5 Fornello(i);Piani cottura;[114,209];Elettrodomestici > Grandi elettrodomestici
25||16847488283;25;Unieuro;AW_MANAGER;16847488283;Fratelli Guzzini 2995.00 11 scolapasta Bianco;Fratelli Guzzini 2995.00 11, Polipropilene (PP), Bianco, Kitchen, Brogliato - Traverso, 295 mm, 125 mm;Accessori cucina;[111,170];Casa e giardino > Accessori cucina
25||23746463577;25;Unieuro;AW_MANAGER;23746463577;Fratelli Guzzini Set Tre Contenitori C/coperchio Everywhere Colori Pri;Fratelli Guzzini Set Tre Contenitori C/coperchio Everywhere Colori Primavera Estate 2019, Set, Rotondo, Blu, Verde, Giallo, Polietilene..;Accessori cucina;[111,170];Casa e giardino > Accessori cucina
