Identification;EshopId;EshopName;ManagerClassName;ProductItemId;Name;Description;SearchCategoryKey;CategoryId;CategoryDesc
766||34611608085;766;Psk Megastore;AW_MANAGER;34611608085;Gigabyte GeForce RTX 3070 EAGLE 8G (rev. 2.0) NVIDIA 8 GB GDDR6;Gigabyte GeForce RTX 3070 EAGLE 8G (rev. 2.0), GeForce RTX 3070, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixel, PCI Express x16 4.0;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE VIDEO;[113,191];Dispositivi elettronici > accessori computer e tablet
766||34611608099;766;Psk Megastore;AW_MANAGER;34611608099;Gigabyte GeForce RTX 4080 16GB AERO OC NVIDIA GDDR6X;Gigabyte GeForce RTX 4080 16GB AERO OC, GeForce RTX 4080, 16 GB, GDDR6X, 256 bit, 7680 x 4320 Pixel, PCI Express 4.0;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE VIDEO;[113,191];Dispositivi elettronici > accessori computer e tablet
766||34611608101;766;Psk Megastore;AW_MANAGER;34611608101;Gigabyte GeForce RTX 4080 16GB EAGLE OC NVIDIA GDDR6X;Gigabyte GeForce RTX 4080 16GB EAGLE OC, GeForce RTX 4080, 16 GB, GDDR6X, 256 bit, 7680 x 4320 Pixel, PCI Express 4.0;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE VIDEO;[113,191];Dispositivi elettronici > accessori computer e tablet
766||34611608103;766;Psk Megastore;AW_MANAGER;34611608103;Gigabyte GeForce RTX 4080 16GB GAMING OC NVIDIA GDDR6X;Gigabyte GeForce RTX 4080 16GB GAMING OC, GeForce RTX 4080, 16 GB, GDDR6X, 256 bit, 7680 x 4320 Pixel, PCI Express 4.0;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE VIDEO;[113,191];Dispositivi elettronici > accessori computer e tablet
766||34611608105;766;Psk Megastore;AW_MANAGER;34611608105;Gigabyte GV-N4080EAGLE-16GD scheda video NVIDIA GeForce RTX 4080 16 GB GDDR6X;Gigabyte GV-N4080EAGLE-16GD, GeForce RTX 4080, 16 GB, GDDR6X, 256 bit, 7680 x 4320 Pixel, PCI Express 4.0;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE VIDEO;[113,191];Dispositivi elettronici > accessori computer e tablet
766||34619995651;766;Psk Megastore;AW_MANAGER;34619995651;Gigabyte Z690 UD (rev. 1.0) Intel Z690 Express LGA 1700 ATX;Gigabyte Z690 UD (rev. 1.0), Intel, LGA 1700, Intel Core i5, Intel Core i7, Intel Core i9, DDR5-SDRAM, 128 GB, DIMM;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE MADRI;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33258762949;766;Psk Megastore;AW_MANAGER;33258762949;Gioteck TX-30 Auricolare Cablato A Padiglione Giocare Nero, Grigio, Rosso;Gioteck TX-30, Cablato, Giocare, Auricolare, Nero, Grigio, Rosso;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258762953;766;Psk Megastore;AW_MANAGER;33258762953;Gioteck TX-30 Auricolare Cablato A Padiglione Ideali alla guida Nero, Blu;Gioteck TX-30, Cablato, Ideali alla guida, Auricolare, Nero, Blu;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258762955;766;Psk Megastore;AW_MANAGER;33258762955;Gioteck TX-30 Auricolare Cablato A Padiglione Giocare Nero, Verde;Gioteck TX-30, Cablato, Giocare, Auricolare, Nero, Verde;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258762957;766;Psk Megastore;AW_MANAGER;33258762957;Gioteck TX-30 Auricolare Cablato A Padiglione Giocare Nero, Rosa, Bianco;Gioteck TX-30, Cablato, Giocare, Auricolare, Nero, Rosa, Bianco;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258762959;766;Psk Megastore;AW_MANAGER;33258762959;Gioteck TX-40S Auricolare Cablato A Padiglione Giocare Nero, Bronzo;Gioteck TX-40S, Cablato, Giocare, Auricolare, Nero, Bronzo;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258763041;766;Psk Megastore;AW_MANAGER;33258763041;Gioteck TX-50 Auricolare Cablato A Padiglione Giocare Nero, Blu, Bianco;Gioteck TX-50, Cablato, Giocare, Auricolare, Nero, Blu, Bianco;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258763043;766;Psk Megastore;AW_MANAGER;33258763043;Gioteck TX70 Auricolare Wireless A Padiglione Giocare USB tipo A Nero;Gioteck TX70, Wireless, Giocare, 20 - 20000 Hz, 320 g, Auricolare, Nero;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258763047;766;Psk Megastore;AW_MANAGER;33258763047;Gioteck HC2 Auricolare Cablato A Padiglione Giocare Nero, Grigio;Gioteck HC2, Cablato, Giocare, 20 - 20000 Hz, 260 g, Auricolare, Nero, Grigio;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||32999395563;766;Psk Megastore;AW_MANAGER;32999395563;Google Nest Hub (2 generazione) - Dispositivo per la smart home con Assistente;"7"""", 1024 x 600, DC, 15W, Bluetooth, Wi-Fi, Quad-core 64-bit 1.9 GHz ARM CPU, Grigio chiaro";SMART HOME;[113,205];Dispositivi elettronici > video
766||33314443583;766;Psk Megastore;AW_MANAGER;33314443583;Google Nest Mini;Google Assistant, Wi-Fi 802.11ac, Bluetooth 5.0, Audio a 360 con Driver 40mm, 181g, Grigio antracite;SMART HOME;[113,205];Dispositivi elettronici > video
766||33314443613;766;Psk Megastore;AW_MANAGER;33314443613;Google Nest Mini;Google Assistant, Wi-Fi 802.11ac, Bluetooth 5.0, Audio a 360 con Driver 40mm, 181g, Grigio antracite;SMART HOME;[113,205];Dispositivi elettronici > video
766||33040942917;766;Psk Megastore;AW_MANAGER;33040942917;Google Nest Audio;30W/24V, Assistente Google, Quad Core A53 1.8 GHz, 802.11 a/b/g/n/ac, Chalk, Plastica;SMART HOME;[113,205];Dispositivi elettronici > video
766||33314443615;766;Psk Megastore;AW_MANAGER;33314443615;Google Nest Audio;30W/24V, Assistente Google, Quad Core A53 1.8 GHz, 802.11 a/b/g/n/ac, Charcoal, Plastica;AUDIO VIDEO E FOTO#SPEAKER#SPEAKER BLUETOOTH;[113,205];Dispositivi elettronici > video
766||32966953615;766;Psk Megastore;AW_MANAGER;32966953615;Google Nest Hub (2 generazione) - Dispositivo per la smart home con Assistente;"7"""", 1024 x 600, DC, 15W, Bluetooth, Wi-Fi, Quad-core 64-bit 1.9 GHz ARM CPU, Grigio antracite";SMART HOME;[113,205];Dispositivi elettronici > video
766||33519648393;766;Psk Megastore;AW_MANAGER;33519648393;G-Technology 0G05219 drives allo stato solido 256 GB SATA;G-Technology 0G05219, 256 GB, 6 Gbit/s;INFORMATICA E PERIFERICHE#PARTI DI PC#HARD DISK ESTERNI;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32883482175;766;Psk Megastore;AW_MANAGER;32883482175;Hamlet Scheda Usb 3.1 PCI Express Type C+Type A trasferimento fino a 10 Gbps;1 x USB 3.1 Type-C, 1 x USB 3.1 Type-A, PCI Express;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE PCI;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32883482171;766;Psk Megastore;AW_MANAGER;32883482171;Hamlet Scheda Usb 3.0 PCI Express con 2 porte;HUSB302PCX Scheda USB 3.0 PCI Express;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE PCI;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33258746753;766;Psk Megastore;AW_MANAGER;33258746753;Hamlet Quattro Power alimentatore usb a 4 porte;4-Port Hi-Power USB Charger;TABLET E TELEFONIA#ACCESSORI#CARICA BATTERIE;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33059694341;766;Psk Megastore;AW_MANAGER;33059694341;Hamlet XKKITA400CU tastiera USB QWERTY Italiano Nero;Hamlet XKKITA400CU, Full-size (100%), USB, Interruttore a chiave a membrana, QWERTY, Nero;;[114];Elettrodomestici
766||33059694607;766;Psk Megastore;AW_MANAGER;33059694607;Hamlet Antena omni-direzionale 80cm guadagno 1.8dBi frequenza 2.4Ghz-2.5Ghz standard 802.11b/g/n;HNWA018 Wireless Antenna 2.4GHz 1.8dBi Indoor Desktop;INFORMATICA E PERIFERICHE#NETWORKING#SCOPE ELETTRICHE#ACCESS POINT WIRELESS;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33059694609;766;Psk Megastore;AW_MANAGER;33059694609;Hamlet Kit Tiramisù piattaforma per Notebook con tastiera e mouse usb;XTMS100KM Tiramisù Notebook stand compreso di tastiera e mouse;INFORMATICA E PERIFERICHE#MOUSE E TASTIERE#KIT TASTIERA E MOUSE;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33059694617;766;Psk Megastore;AW_MANAGER;33059694617;Hamlet Adattatore Baby Bluetooth usb classe 1, 50 metri colore nero;DATA-VOICE Micro USB Adapter;INFORMATICA E PERIFERICHE#NETWORKING#SCOPE ELETTRICHE#ACCESS POINT WIRELESS;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33059694663;766;Psk Megastore;AW_MANAGER;33059694663;Hamlet Smart Card Keyboard tastiera usb professionale con lettore smart card integrato;Tastiera con Lettore Smart card per CNS, tessera sanitaria e firma digitale;;[114];Elettrodomestici
766||33059694711;766;Psk Megastore;AW_MANAGER;33059694711;Hamlet Smart Film Converter scanner per diapositive e negativi senza computer;"1/3.2"""", 5MP CMOS, 2592x1680, 2.36"""" TFT, SD/SDHC, NTSC/PAL, USB 2.0, 301g";;[114];Elettrodomestici
766||33059694713;766;Psk Megastore;AW_MANAGER;33059694713;Hamlet Baby Bluetooth Keyboard tastiera bluetooth per smartphone e tablet pc;Tastiera Bluetooth per Smartphone e Tablet PC, Nero;;[114];Elettrodomestici
766||33059694715;766;Psk Megastore;AW_MANAGER;33059694715;Hamlet Smart Bluetooth Keyboard tastiera senza fili con supporto per tablet pc e smartphone;Tastiera Senza Fili con Supporto per Tablet PC e Smartphone, Nero;;[114];Elettrodomestici
766||33059694727;766;Psk Megastore;AW_MANAGER;33059694727;Hamlet Black Soft Touch tastiera usb italiana professionale;"Tastiera USB Soft Touch, Plug &amp; Play, cavo 1.5m, Nero";;[114];Elettrodomestici
766||33059694739;766;Psk Megastore;AW_MANAGER;33059694739;Hamlet Wireless Mini Keyboard + Air Mouse mini tastiera Qwerty, air mouse e telecomando;2.4GHz, RF, Li-ion, 75g;;[114];Elettrodomestici
766||33059694787;766;Psk Megastore;AW_MANAGER;33059694787;Hamlet Topo usb mouse ottico a 1000dpi 2 tasti e scroll;USB, ottico, 1000 DPI, nero;;[114];Elettrodomestici
766||33059694871;766;Psk Megastore;AW_MANAGER;33059694871;Hamlet Wireless Desktop kit mouse, tastiera italiana wireless 2.4 GHz con nano ricevitore;Kit mouse + tastiera senza fili, IT;INFORMATICA E PERIFERICHE#MOUSE E TASTIERE#KIT TASTIERA E MOUSE;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33059694873;766;Psk Megastore;AW_MANAGER;33059694873;Hamlet Numeric Keypad tastierino numerico usb 2.0 nero;USB 2.0, nero;;[114];Elettrodomestici
766||33059694875;766;Psk Megastore;AW_MANAGER;33059694875;Hamlet Numeric Keypad tastierino numerico usb 2.0 argento;USB 2.0, silver;;[114];Elettrodomestici
766||33059694887;766;Psk Megastore;AW_MANAGER;33059694887;Hamlet Nano chiavetta USB Wi-Fi 300Mbit standard 802.11n;802.11b/g/n, 2.4GHz, 300Mbps, 10 m, USB 2.0, Nero;INFORMATICA E PERIFERICHE#NETWORKING#SCOPE ELETTRICHE#ACCESS POINT WIRELESS;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33059694947;766;Psk Megastore;AW_MANAGER;33059694947;Hamlet Tiramisù Notebook Stand. Supporto universale per Notebook con Tastiera e Mouse Senza Fili;Tiramisù Notebook Stand con Tastiera e Mouse Senza Fili;INFORMATICA E PERIFERICHE#MOUSE E TASTIERE#KIT TASTIERA E MOUSE;[113,191];Dispositivi elettronici > accessori computer e tablet
766||33059695081;766;Psk Megastore;AW_MANAGER;33059695081;Hamlet Tastiera usb professionale con layout in lingua Tedesca colore nero;QWERTZ, USB, 1.5m, DEU, Nero;;[114];Elettrodomestici
766||33059695083;766;Psk Megastore;AW_MANAGER;33059695083;Hamlet Tastiera usb professionale con layout in lingua Tedesca colore bianco;QWERTZ, USB, 1.5m, DEU, Bianco;;[114];Elettrodomestici
766||33059695085;766;Psk Megastore;AW_MANAGER;33059695085;Hamlet Tastiera usb professionale con layout Inglese Internazionale Euro colore nero;QWERTY, USB, 1.5m, ENG, Nero;;[114];Elettrodomestici
766||33059695695;766;Psk Megastore;AW_MANAGER;33059695695;Hamlet XKK400ITA tastiera RF Wireless QWERTY Italiano Nero;Hamlet XKK400ITA, Mini, RF Wireless, QWERTY, Nero;;[114];Elettrodomestici
766||33059695699;766;Psk Megastore;AW_MANAGER;33059695699;Hamlet XKKITA-MCBT tastiera Bluetooth Italiano Argento, Bianco;Hamlet XKKITA-MCBT, Full-size (100%), Bluetooth, Interruttore a chiave meccanica, Argento, Bianco;;[114];Elettrodomestici
766||33059695793;766;Psk Megastore;AW_MANAGER;33059695793;Hamlet XKKITA-MCU tastiera USB QWERTY Bianco;Hamlet XKKITA-MCU, Full-size (100%), USB, Interruttore a chiave meccanica, QWERTY, Bianco;;[114];Elettrodomestici
766||33258750327;766;Psk Megastore;AW_MANAGER;33258750327;BTM-CUFFIA PRO BT MIC+DOCK;HHEADM-BTM RENOVA CUFFIA BLUETOOTH MONOAURALE CON MIC + DOCK RICARICA;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258750329;766;Psk Megastore;AW_MANAGER;33258750329;Hamlet HHEADM-UJM cuffia e auricolare Cablato A Padiglione Ufficio USB tipo A Nero;Hamlet HHEADM-UJM, Cablato, Ufficio, 20 - 20000 Hz, 75 g, Auricolare, Nero;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258750331;766;Psk Megastore;AW_MANAGER;33258750331;Hamlet HHEADM-UJS cuffia e auricolare Cablato A Padiglione Ufficio USB tipo A Nero;Hamlet HHEADM-UJS, Cablato, Ufficio, 20 - 20000 Hz, 95 g, Auricolare, Nero;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258754639;766;Psk Megastore;AW_MANAGER;33258754639;Hamlet Smart Tape Converter mangianastri portatile convertitore audiocassette in mp3 in 3 step;USB, 2 x AA, 170g;AUDIO - VIDEO E FOTO#AUDIO#AMPLIFICATORI;[113,205];Dispositivi elettronici > video
766||33258754693;766;Psk Megastore;AW_MANAGER;33258754693;Hamlet Bobina di filamento per stampanti 3D 3DX100 in ABS Nero da 1kg;ABS, 1kg, nero;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
766||33258754697;766;Psk Megastore;AW_MANAGER;33258754697;Hamlet Bobina di filamento per stampanti 3D 3DX100 in ABS Giallo da 1kg;ABS, 1kg, giallo;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
766||33258754699;766;Psk Megastore;AW_MANAGER;33258754699;Hamlet Bobina di filamento per stampanti 3D 3DX100 in ABS Blu da 1kg;ABS, 1kg, blu;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
766||33258754701;766;Psk Megastore;AW_MANAGER;33258754701;Hamlet Bobina di filamento per stampanti 3D 3DX100 in ABS Verde da 1kg;ABS, 1kg, verde;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
766||33258755515;766;Psk Megastore;AW_MANAGER;33258755515;Hamlet Bobina di filamento per stampanti 3D Bio-Plastica Nero da 1kg;Bobina Bio-Plastica PLA Nero da 1Kg, 1.75mm;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
766||33258755519;766;Psk Megastore;AW_MANAGER;33258755519;Hamlet Bobina di filamento per stampanti 3D Bio-Plastica Giallo da 1kg;Bobina Bio-Plastica PLA Giallo da 1Kg, 1.75mm;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
766||33258755535;766;Psk Megastore;AW_MANAGER;33258755535;Hamlet Bobina di filamento per stampanti 3D 3DX100 in ABS Blu fosforescente al buio da 1kg;Bobina di filamento ABS Blu Fosforescente al buio da 1Kg;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
766||33258755537;766;Psk Megastore;AW_MANAGER;33258755537;Hamlet Bobina di filamento per stampanti 3D 3DX100 in ABS termosensibile: cambia colore con il calore da Blu a Bianco da 1kg;Bobina di filamento ABS Termosensibile da Blu a Bianco da 1Kg;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
766||33258755539;766;Psk Megastore;AW_MANAGER;33258755539;Hamlet Bobina di filamento per stampanti 3D 3DX100 in ABS Grigio da 1kg;Bobina di filamento ABS Grigio/Silver da 1Kg;CARTA E CONSUMABILI#CARTA#ROTOLI GRANDE FORMATO;[113,190];Dispositivi elettronici > accessori
