Identification;EshopId;EshopName;ManagerClassName;ProductItemId;Name;Description;SearchCategoryKey;CategoryId;CategoryDesc
325||SNA_BR2_35;325;Ciampistore;TT_MANAGER;SNA_BR2_35;Kingston Technology SNA-BR2/35 kit di fissaggio;2.5 to 3.5in Brackets and Screws;;[113];Dispositivi elettronici
325||KCP316NS8_4;325;Ciampistore;TT_MANAGER;KCP316NS8_4;Kingston Technology System Specific Memory 4GB DDR3 1600MHz Module memoria;System Specific Memory, 4GB DDR3 1600MHz Module;;[113];Dispositivi elettronici
325||KVR16N11S6_2;325;Ciampistore;TT_MANAGER;KVR16N11S6_2;Kingston Technology ValueRAM 2GB DDR3-1600 memoria 1600 MHz;ValueRam;;[113];Dispositivi elettronici
325||LC_CC_85;325;Ciampistore;TT_MANAGER;LC_CC_85;LC-Power LC-CC-85 ventola per PC Processore Refrigeratore 8 cm;LC-Power LC-CC-85, Processore, Refrigeratore, 8 cm, Presa elettrica AM2, Presa elettrica AM2+, Presa elettrica AM3, Socket AM3+, Socket FM1, Socket FM2, 800 Giri/min, 2200 Giri/min;;[113];Dispositivi elettronici
325||LC200SFX_V3_210;325;Ciampistore;TT_MANAGER;LC200SFX_V3_210;LC-Power LC200SFX V3.21 alimentatore per computer 200 W 20+4 pin ATX SFX Grigio;LC-Power LC200SFX V3.21, 200 W, 50 Hz, 3.5 A, +12V,+3.3V,+5V,-12V, 13 A, 14 A;;[113];Dispositivi elettronici
325||287553;325;Ciampistore;TT_MANAGER;287553;Legrand Modulo ricetrasmettitore SFP+ MMF 10GBASE-SR compatibile HP JD092B;Modulo ricetrasmettitore SFP+ MMF 10GBASE-SR compatibile HP JD092B;;[113];Dispositivi elettronici
325||7XB7A00027;325;Ciampistore;TT_MANAGER;7XB7A00027;"Lenovo 1.2TB, 2.5"", SAS 2.5"" 1200 GB";"Lenovo 1.2TB, 2.5"", SAS, 2.5"", 1200 GB, 10000 Giri/min";;[113];Dispositivi elettronici
325||318545;325;Ciampistore;TT_MANAGER;318545;Lenovo 4M17A13527 modulo del ricetrasmettitore di rete Fibra ottica 10000 Mbit/s SFP+;Lenovo 4M17A13527, Fibra ottica, 10000 Mbit/s, SFP+;;[113];Dispositivi elettronici
325||00MN511;325;Ciampistore;TT_MANAGER;00MN511;Lenovo 10m LC-LC OM3 MMF cavo a fibre ottiche;Lenovo 10m LC-LC OM3 MMF, 10 m, OM3, LC, LC;;[113];Dispositivi elettronici
325||372621;325;Ciampistore;TT_MANAGER;372621;"Lenovo 4XB7A38144 drives allo stato solido 2.5"" 1920 GB Serial ATA III QLC 3D NAND";"Lenovo 4XB7A38144, 1920 GB, 2.5"", 540 MB/s, 6 Gbit/s";;[113];Dispositivi elettronici
325||362451;325;Ciampistore;TT_MANAGER;362451;"Lenovo 4XB7A38274 drives allo stato solido 2.5"" 1920 GB Serial ATA III TLC";"Lenovo 4XB7A38274, 1920 GB, 2.5"", 486 MB/s, 6 Gbit/s";;[113];Dispositivi elettronici
325||362360;325;Ciampistore;TT_MANAGER;362360;"Lenovo 4XB7A74951 drives allo stato solido 2.5"" 1920 GB SAS";"Lenovo 4XB7A74951, 1920 GB, 2.5"", 12 Gbit/s";;[113];Dispositivi elettronici
325||350348;325;Ciampistore;TT_MANAGER;350348;Lenovo Intel Xeon Silver 4210R processore 2,4 GHz 13,75 MB;Lenovo Intel Xeon Silver 4210R, Intel Xeon Silver, LGA 3647 (Socket P), Server/workstation, 14 nm, Intel, 2,4 GHz;;[113];Dispositivi elettronici
325||365786;325;Ciampistore;TT_MANAGER;365786;Lenovo Nvidia RTX A2000 12 GB GDDR6;Lenovo Nvidia RTX A2000, RTX A2000, 12 GB, GDDR6, 7680 x 4320 Pixel, PCI Express x16 4.0, 1 ventola(e);;[113];Dispositivi elettronici
325||7N67A00883;325;Ciampistore;TT_MANAGER;7N67A00883;Lenovo 7N67A00883 alimentatore per computer 750 W Acciaio inossidabile;Lenovo 7N67A00883, 750 W, 115 - 230 V, Server, 80 PLUS Platinum, ThinkSystem, Acciaio inossidabile;;[113];Dispositivi elettronici
325||324585;325;Ciampistore;TT_MANAGER;324585;Lenovo Intel Xeon Silver 4210R processore 2,4 GHz 13,75 MB;Lenovo Intel Xeon Silver 4210R, Intel Xeon Silver, LGA 3647, Server/workstation, 14 nm, 2,4 GHz, 4210R;;[113];Dispositivi elettronici
325||334051;325;Ciampistore;TT_MANAGER;334051;LevelOne POI-2001 adattatore PoE e iniettore Gigabit Ethernet 52 V;POI-2001;;[113];Dispositivi elettronici
325||366103;325;Ciampistore;TT_MANAGER;366103;Lindy 20972 scheda di interfaccia e adattatore Interno mSATA;Lindy 20972, SATA, mSATA, Rosso;;[113];Dispositivi elettronici
325||252656;325;Ciampistore;TT_MANAGER;252656;"LogiLink AD0010 pannello drive bay 2x 3,5"" Pannello incassato Nero";"LogiLink AD0010, 2x 3,5"", Pannello incassato, 2.5"", Nero, Plastica, 122 mm";;[113];Dispositivi elettronici
325||358505;325;Ciampistore;TT_MANAGER;358505;Manli M-NRTX3070/6RGHPPPV2-M2479 NVIDIA GeForce RTX 3070 8 GB GDDR6;Manli M-NRTX3070/6RGHPPPV2-M2479, GeForce RTX 3070, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixel, PCI Express x16 4.0;;[113];Dispositivi elettronici
325||361020;325;Ciampistore;TT_MANAGER;361020;Manli M-NRTX3080/6RJHPPPV3-M3514 NVIDIA GeForce RTX 3080 10 GB GDDR6X;Manli M-NRTX3080/6RJHPPPV3-M3514, GeForce RTX 3080, 10 GB, GDDR6X, 320 bit, 7680 x 4320 Pixel, PCI Express x16 4.0;;[113];Dispositivi elettronici
325||HAJ_00064;325;Ciampistore;TT_MANAGER;HAJ_00064;Microsoft Windows 10 Home Prodotto completamente confezionato (FPP) 1 licenza/e;Windows 10 Home, 32-bit/64-bit, IT;;[113];Dispositivi elettronici
325||342358;325;Ciampistore;TT_MANAGER;342358;MODEM ZTE KIT K-MOBILE MF90 WHITE;MODEM ZTE KIT K-MOBILE MF90 WHITE;;[113];Dispositivi elettronici
325||321765;325;Ciampistore;TT_MANAGER;321765;MSI A520M-A PRO Presa AM4 micro ATX;MSI A520M-A PRO, AMD, Presa AM4, AMD Ryzen 3 3rd Gen, 3rd Generation AMD Ryzen 5, 3rd Generation AMD Ryzen 7, 3rd Generation AMD..., DDR4-SDRAM, DIMM, 1866,2133,2400,2667,2800,2933,3000,3066,3200,3466,3600,3733,3866,4000,4133,4266,4400,4600 MHz;;[113];Dispositivi elettronici
325||320283;325;Ciampistore;TT_MANAGER;320283;MSI B550-A Pro Presa AM4 ATX AMD B550;MSI B550-A Pro, AMD, Presa AM4, AMD Ryzen, DDR4-SDRAM, DIMM, 1866,2133,2400,2667,2800,2933,3000,3066,3200,3466,3600,3733,3866,4000,4133,4266,4400,4800 MHz;;[113];Dispositivi elettronici
325||319564;325;Ciampistore;TT_MANAGER;319564;MSI GEFORCE GTX 1650 D6 VENTUS XS OC NVIDIA 4 GB GDDR6;MSI GEFORCE GTX 1650 D6 VENTUS XS OC, GeForce GTX 1650, 4 GB, GDDR6, 128 bit, 7680 x 4320 Pixel, PCI Express x16 3.0;;[113];Dispositivi elettronici
325||346754;325;Ciampistore;TT_MANAGER;346754;MSI H510M-A PRO scheda madre Intel H510 LGA 1200 micro ATX;MSI H510M-A PRO, Intel, LGA 1200, Intel Celeron, Intel Core i5, Intel Core i7, Intel Core i9, Intel Pentium, DDR4-SDRAM, 64 GB, DIMM;;[113];Dispositivi elettronici
