Identification;EshopId;EshopName;ManagerClassName;ProductItemId;Name;Description;SearchCategoryKey;CategoryId;CategoryDesc
153||931882;153;Monclick;TD_MANAGER;931882;Caricabatteria Ep-5b - adattatore connettore alimentazone 931882;"Tipologia: Adattatore connettore alimentazone;";Accessori > Caricabatterie;[113,190];Dispositivi elettronici > accessori
153||9322A003;153;Monclick;TD_MANAGER;9322A003;Obiettivo Ef lente zoom - 28 mm - 300 mm 9322a003;"Attacco: Canon EF; Tipo obiettivo: Zoom; Stabilizzatore: Ottico; Diametro: 9.2 cm; Messa a fuoco: Automatico, Manuale; Apertura max diaframma: F/3.5-5.6; Peso: 1.7 gr;";Fotocamere e Videocamere > Obiettivi e zoom;[116];Fotocamere e videocamere
153||932564A;153;Monclick;TD_MANAGER;932564A;Tipp-ex mini pocket mouse - roller correttivo 932564;"Tipologia: Roller correttivo; Quantità per confezione: 10;";Prodotti per scuola e ufficio > Correttori e gomme;[111,188];Casa e giardino > sicurezza
153||932574;153;Monclick;TD_MANAGER;932574;Chiavetta USB Jumpdrive s50 - chiavetta usb - 64 gb ljds50-64gabeu;"Capacità: 64 GB; Interfaccia: USB 2.0; Colore: Viola; Velocità di lettura: 10 MB/s; Velocità di scrittura: 10 MB/s;";HDD e Componenti PC > Chiavette USB;[113,191];Dispositivi elettronici > accessori computer e tablet
153||933948;153;Monclick;TD_MANAGER;933948;Penna 4 colours fluo - penna a sfera a 4 colori 933948;"Quantità per confezione: 12; Tipologia: Penna a sfera; Colore: Blu, Giallo, Nero, Rosso; Tipo inchiostro: n.d.;";Prodotti per scuola e ufficio > Penne;[111,188];Casa e giardino > sicurezza
153||934A;153;Monclick;TD_MANAGER;934A;Busta 934a;"Formato: n.d.; Quantità per confezione: n.d.;";Prodotti per scuola e ufficio > Buste;[111,188];Casa e giardino > sicurezza
153||935;153;Monclick;TD_MANAGER;935;Copertina Tasca per fascicoli - per a4 - capacità 100 fogli 935;"Tipologia: n.d.;";Accessori > Accessori ufficio vari;[125,234];Ufficio > Forniture per ufficio
153||93502;153;Monclick;TD_MANAGER;93502;Alimentatore 93502;"Tipologia: Alimentatore; Adatta per: n.d.;";Accessori > Accessori per console;[113,195];Dispositivi elettronici > accessori videogiochi
153||93503;153;Monclick;TD_MANAGER;93503;Nes extension cable - prolunga per il controller giochi - 1.8 m 93503;"Tipologia: Controller; Adatta per: n.d.;";Accessori > Accessori per console;[113,195];Dispositivi elettronici > accessori videogiochi
153||935199;153;Monclick;TD_MANAGER;935199;Action cam Camera 360 x iphone 20mp 4k microsd 935199;"Risoluzione: n.d.; Sensore: n.d.; Risoluzione sensore: n.d.; Schede di memoria: Micro SD; Display: Assente ''; Interfacce: n.d.;";Fotocamere e Videocamere > Action Cam;[116];Fotocamere e videocamere
153||935201;153;Monclick;TD_MANAGER;935201;Action cam Camera 360 x smartphone 24mp 4k bt 935201;"Risoluzione: n.d.; Sensore: n.d.; Risoluzione sensore: n.d.; Schede di memoria: Micro SD; Display: Assente ''; Interfacce: n.d.;";Fotocamere e Videocamere > Action Cam;[116];Fotocamere e videocamere
153||9355;153;Monclick;TD_MANAGER;9355;Special Plus - Sirena 9355;"Età minima: 4 anni; Linea prodotto: Special; Personaggio/Tema: Sirena; Numero pezzi: Dato non disponibile;";Giochi e Console > Giocattoli e Costruzioni;[113,206];Dispositivi elettronici > videogiochi
