Identification;EshopId;EshopName;ManagerClassName;ProductItemId;Name;Description;SearchCategoryKey;CategoryId;CategoryDesc
766||32879777491;766;Psk Megastore;AW_MANAGER;32879777491;"YASHI Pioneer S 68,6 cm (27"""") 1920 x 1080 Pixel Full HD Argento";"27"""" 1920 x 1080 IPS, 60 Hz, 16:9, 1 ms, 350 cd/m2, 1000:1, HDMI, USB Type C, 2x USB, 100 x 100 VESA, 35 W, 5.3 kg, Argento";INFORMATICA E PERIFERICHE#MONITOR;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777503;766;Psk Megastore;AW_MANAGER;32879777503;"HP E-Series E27 G4 68,6 cm (27"""") 1920 x 1080 Pixel Full HD LED Nero";E27 G4 FHD Monitor;INFORMATICA E PERIFERICHE#MONITOR;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777529;766;Psk Megastore;AW_MANAGER;32879777529;"HP P27q G4 68,6 cm (27"""") 2560 x 1440 Pixel Quad HD LCD Nero";"68.6cm (27"""") Quad HD 2560 x 1440 IPS, 16:9, 250cd/m, 5ms, 178/178, 1000:1";INFORMATICA E PERIFERICHE#MONITOR;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777533;766;Psk Megastore;AW_MANAGER;32879777533;"YASHI YZ2740 Monitor PC 68,6 cm (27"""") 1920 x 1080 Pixel Full HD Nero";"27"""" 1920 x 1080 IPS, 240 Hz, 350 cd/m2, 4000:1, 0.5 ms, DisplayPort, 3x HDMI, VESA 75 x 75, 48 W, Nero";INFORMATICA E PERIFERICHE#MONITOR;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777589;766;Psk Megastore;AW_MANAGER;32879777589;"HP EliteDisplay E273m 68,6 cm (27"""") 1920 x 1080 Pixel Full HD LED Nero, Argento";EliteDisplay E273m 27'' Monitor;INFORMATICA E PERIFERICHE#MONITOR;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777775;766;Psk Megastore;AW_MANAGER;32879777775;ASUS MB PRIME A320M-K AMD A320 Presa AM4 micro ATX;ASUS MB PRIME A320M-K, AMD, Presa AM4, AMD A, AMD Athlon, AMD Athlon X4, AMD Ryzen 3, 2nd Generation AMD Ryzen 3, 3rd Generation..., DDR4-SDRAM, 32 GB, DIMM;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE MADRI;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777777;766;Psk Megastore;AW_MANAGER;32879777777;ASUS PRIME A520M-K AMD A520 Presa AM4 micro ATX;ASUS PRIME A520M-K, AMD, Presa AM4, AMD Ryzen 3, AMD Ryzen 5, AMD Ryzen 7, Presa AM4, DDR4-SDRAM, 64 GB;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE MADRI;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777781;766;Psk Megastore;AW_MANAGER;32879777781;ASUS Prime B450M-K II AMD B450 Presa AM4 micro ATX;ASUS Prime B450M-K II, AMD, Presa AM4, AMD Ryzen 3, 2nd Generation AMD Ryzen 3, AMD Ryzen 5, 2nd Generation AMD Ryzen 5, AMD..., DDR4-SDRAM, 64 GB, DIMM;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE MADRI;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777789;766;Psk Megastore;AW_MANAGER;32879777789;ASUS PRIME B450M-A II AMD B450 Presa AM4 micro ATX;ASUS PRIME B450M-A II, AMD, Presa AM4, AMD Ryzen 3, AMD Ryzen 5, AMD Ryzen 7, 3rd Generation AMD Ryzen 9, DDR4-SDRAM, 128 GB, DIMM;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE MADRI;[113,191];Dispositivi elettronici > accessori computer e tablet
766||32879777793;766;Psk Megastore;AW_MANAGER;32879777793;ASUS PRIME B450-PLUS AMD B450 Presa AM4 ATX;ASUS PRIME B450-PLUS, AMD, Presa AM4, AMD Athlon, AMD Ryzen 3, 2nd Generation AMD Ryzen 3, 3rd Generation AMD Ryzen 3, AMD..., DDR4-SDRAM, 64 GB, DIMM;INFORMATICA E PERIFERICHE#PARTI DI PC#SCHEDE MADRI;[113,191];Dispositivi elettronici > accessori computer e tablet
